"Catalog #","Accession #","Class 1","Kingdom","Phylum/Division","Class","Order","Family","Sci. Name:Genus","Sci. Name:Species","Common Name","TSN","Collection #","Item Count","Quantity","Storage Unit","Description","Dimens/Weight","Collector","Collection Date","Condition","Condition Desc","Study #","Other Numbers","Cataloger","Catalog Date","Identified By","Ident Date","Repro Method","Locality","Unit","State","Reference Datum","Watrbody/Drain:Waterbody","Watrbody/Drain:Drainage","UTM Z/E/N","Lat LongN/W","Elevation","Depth","Depos Environ","Habitat/Comm","Habitat","Slope","Aspect","Soil Type","For/Per/Sub","Assoc Spec","Type Specimen","Threat/Endang","T/E Date","Rare","Exotic/Native","Age","Sex","NOTES","Field Season","Ctrl Prop","Location","Object Status","Status Date","Catalog Folder","Maint. Cycle"
"BELA   56445","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","leucophlebia","","191237","21440","1.00","0.00","EA","Peltigera leucophlebia ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56880; ALAAC#L24813; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946268","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65105/-164.14137","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56446","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","leucophlebia","","191237","21454","1.00","0.00","EA","Peltigera leucophlebia ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56881; ALAAC#L24818; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946275","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.6033/-164.23975","525 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56447","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","21417","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56882; ALAAC#L24806; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946276","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.59394/-164.23094","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56448","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Pertusariales","Icmadophilaceae","Thamnolia","vermicularis","","192030","21453","1.00","0.00","EA","Thamnolia vermicularis ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56883; ALAAC#L24817; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946275","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.6033/-164.23975","525 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56449","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","tilesii","","190631","21403","1.00","0.00","EA","Cetraria tilesii ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56885; ALAAC#L24804; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946276","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.59394/-164.23094","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56450","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","macroceras","","189922","21405","1.00","0.00","EA","Cladonia macroceras ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56886; ALAAC#L24805; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946276","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.59394/-164.23094","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56451","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","amaurocraea","","189848","21443a","1.00","0.00","EA","Cladonia amaurocraea ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56913; ALAAC#L24814; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946275","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.6033/-164.23975","525 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56452","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae","Solorina","bispora","","","21452","1.00","0.00","EA","Solorina bispora ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56909; ALAAC#L31142; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946275","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.6033/-164.23975","525 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56453","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Dactylina","arctica","","190651","21407","1.00","0.00","EA","Dactylina arctica ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56910; ALAAC#L31134; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946276","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.59394/-164.23094","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56454","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","aphthosa","","191224","21439","1.00","0.00","EA","Peltigera aphthosa ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56911; ALAAC#L31141; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946268","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65105/-164.14137","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56455","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","pinastri","","","21430","1.00","0.00","EA","Cetraria pinastri ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56912; ALAAC#L31138; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946268","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65105/-164.14137","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56456","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","nivalis","","190626","21418","1.00","0.00","EA","Cetraria nivalis ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56914; ALAAC#L31135; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946276","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.59394/-164.23094","825 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56457","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","gracilis","","189904","21436","1.00","0.00","EA","Cladonia gracilis ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:56915; ALAAC#L31140; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946268","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65105/-164.14137","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56458","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","","","189842","21437","1.00","0.00","EA","Cladonia ; Lichen specimen","","Emily A. Holt","7/5/2003","COM/EX","","","GUID:UAMb:Herb:60358; ALAAC#L31281; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946268","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/5/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.65105/-164.14137","425 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56459","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","laevigata","","190623","21364a","1.00","0.00","EA","Cetraria laevigata ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56937; ALAAC#L24797; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56460","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","symphycheilum","","","20387b","1.00","0.00","EA","Stereocaulon symphycheilum ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56938; ALAAC#L24413; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56461","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Stereocaulaceae","Stereocaulon","paschale","","","21379","1.00","0.00","EA","Stereocaulon paschale ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56939; ALAAC#L24800; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56462","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Bryoria","nitidula","","190584","20371b","1.00","0.00","EA","Bryoria nitidula ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56940; ALAAC#L24411; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946173","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52449/-163.60353","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56463","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","coccifera","","189871","20360a","1.00","0.00","EA","Cladonia coccifera ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56941; ALAAC#L24406; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56464","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lobariaceae","Lobaria","linita","","191259","21183","1.00","0.00","EA","Lobaria linita ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56942; ALAAC#L24752; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946292","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.49956/-163.49374","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56465","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Peltigeraceae","Peltigera","aphthosa","","191224","21185","1.00","0.00","EA","Peltigera aphthosa ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56943; ALAAC#L24753; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946292","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.49956/-163.49374","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56466","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","arbuscula","","","21365","1.00","0.00","EA","Cladina mitis ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56970; ALAAC#L24798; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56467","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","nipponica","","189935","21371","1.00","0.00","EA","Cladonia nipponica ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56966; ALAAC#L24799; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56468","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","stellaris","","","21178","1.00","0.00","EA","Cladina stellaris ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56967; ALAAC#L24751; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946292","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.49956/-163.49374","1000 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56469","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cervicornis","","189867","21392","1.00","0.00","EA","Cladonia cervicornis ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56968; ALAAC#L24802; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946173","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52449/-163.60353","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56470","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","borealis","","189857","20340","1.00","0.00","EA","Cladonia borealis ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56969; ALAAC#L24397; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56471","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","omphalodes","","190717","21377","1.00","0.00","EA","Parmelia omphalodes ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56971; ALAAC#L30797; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56472","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Asahinea","scholanderi","","190563","21386","1.00","0.00","EA","Asahinea scholanderi ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56972; ALAAC#L31129; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946173","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.52449/-163.60353","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
"BELA   56473","BELA-00128","BIOLOGY","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Arctoparmelia","centrifuga","","","21359","1.00","0.00","EA","Arctoparmelia centrifuga ; Lichen specimen","","Emily A. Holt","7/6/2003","COM/EX","","","GUID:UAMb:Herb:56999; ALAAC#L31126; ARCTOS ACC # 2012.11.Cryp; Collection Event ID 10946174","ANDERSON, MARGARET M.","12/12/2016 12:00:00 AM","Holt, Emily A.","7/6/2003","","Bering Land Bridge National Preserve","BELA","AK","","","","","65.5247/-163.57495","600 m","","","","","","","","","","","","","","","","","","2003","N","UAMN - ALA HERBARIUM","LOAN OUT - NON-NPS - NON-FEDERAL","2022","",""
